TransactionID,CustomerID,Date,ProductID,Price_Customer,Qty,TotalAmount,StoreID,Age,Gender,Marital Status,Income,Product Name,Price_Product,StoreName,GroupStore,Type
TR62871,129,2022-11-03,P9,10000,1,10000,3,35,1,1,10.46,Yoghurt,10000,Prima Kota,Prima,Modern Trade
TR70497,15,2022-03-28,P9,10000,2,20000,3,30,0,0,4.52,Yoghurt,10000,Prima Kota,Prima,Modern Trade
TR77072,103,2022-01-06,P9,10000,5,50000,3,31,1,1,4.01,Yoghurt,10000,Prima Kota,Prima,Modern Trade
TR99445,38,2022-10-31,P9,10000,4,40000,3,56,0,0,14.32,Yoghurt,10000,Prima Kota,Prima,Modern Trade
TR65832,173,2022-03-21,P9,10000,3,30000,3,59,0,0,4.59,Yoghurt,10000,Prima Kota,Prima,Modern Trade
TR5759,82,2022-11-09,P9,10000,5,50000,3,60,1,0,6.24,Yoghurt,10000,Prima Kota,Prima,Modern Trade
TR94784,386,2022-09-05,P2,3200,7,22400,3,33,0,0,6.95,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR62843,123,2022-01-24,P2,3200,5,16000,3,34,0,0,4.36,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR51245,333,2022-05-10,P2,3200,3,9600,3,47,0,0,17.99,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR97233,24,2022-10-28,P2,3200,3,9600,3,37,0,0,9.53,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR49377,243,2022-03-17,P2,3200,6,19200,3,38,0,0,3.34,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR2661,157,2022-09-13,P2,3200,4,12800,3,44,0,1,2.52,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR20374,282,2022-06-01,P2,3200,5,16000,3,55,0,0,11.38,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR24126,30,2022-06-01,P2,3200,3,9600,3,37,1,1,2.26,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR37271,366,2022-09-24,P2,3200,4,12800,3,18,0,1,0.0,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR34368,438,2022-04-03,P2,3200,5,16000,3,36,1,1,5.43,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR62253,399,2022-06-10,P2,3200,3,9600,3,52,1,1,33.77,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR75551,211,2022-12-12,P2,3200,6,19200,3,29,0,0,3.54,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR29040,85,2022-09-18,P2,3200,7,22400,3,59,1,0,7.89,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR93693,55,2022-02-22,P2,3200,7,22400,3,34,1,0,8.44,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR28270,140,2022-09-01,P2,3200,7,22400,3,54,0,0,9.57,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR11019,64,2022-11-13,P2,3200,7,22400,3,48,1,0,7.92,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR20946,168,2022-07-05,P2,3200,5,16000,3,27,0,0,4.88,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR58190,16,2022-10-20,P2,3200,4,12800,3,52,0,0,11.8,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR76017,312,2022-01-31,P2,3200,5,16000,3,54,0,0,18.77,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR64948,347,2022-10-09,P2,3200,7,22400,3,26,1,1,3.69,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR36913,267,2022-10-12,P2,3200,4,12800,3,22,0,1,0.0,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR2321,206,2022-09-21,P2,3200,5,16000,3,68,0,0,8.3,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR51628,444,2022-04-09,P2,3200,6,19200,3,53,0,0,15.31,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR41406,443,2022-03-19,P2,3200,3,9600,3,33,1,2,9.28,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR41196,59,2022-10-05,P2,3200,7,22400,3,46,1,0,10.57,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR44743,115,2022-02-10,P2,3200,5,16000,3,39,0,0,5.07,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR35657,359,2022-08-22,P2,3200,3,9600,3,46,0,0,19.99,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR74251,247,2022-09-10,P2,3200,3,9600,3,33,1,0,8.11,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR17682,86,2022-02-08,P2,3200,7,22400,3,60,1,0,9.54,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR51740,261,2022-04-29,P2,3200,7,22400,3,46,0,1,5.89,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR11335,305,2022-06-03,P2,3200,4,12800,3,29,1,0,4.08,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR81501,4,2022-11-24,P2,3200,6,19200,3,31,1,0,4.87,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR38919,179,2022-01-03,P2,3200,5,16000,3,25,1,1,5.95,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR50810,126,2022-03-23,P2,3200,7,22400,3,56,0,0,15.75,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR5410,94,2022-01-07,P2,3200,7,22400,3,53,0,0,12.94,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR43256,358,2022-07-10,P2,3200,5,16000,3,32,1,0,3.2,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR7731,374,2022-07-27,P2,3200,5,16000,3,32,0,1,5.4,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR55365,271,2022-02-11,P2,3200,6,19200,3,29,0,0,4.74,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR28408,158,2022-05-18,P2,3200,4,12800,3,49,1,0,5.6,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade
TR42599,386,2022-05-23,P10,15000,2,30000,3,33,0,0,6.95,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR33616,233,2022-07-18,P10,15000,1,15000,3,43,1,0,5.69,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR68474,322,2022-07-17,P10,15000,4,60000,3,41,0,0,20.01,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR84697,237,2022-04-11,P10,15000,2,30000,3,35,1,0,8.14,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR41859,23,2022-06-14,P10,15000,5,75000,3,57,1,0,12.56,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR13113,243,2022-03-23,P10,15000,4,60000,3,38,0,0,3.34,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR54423,243,2022-12-31,P10,15000,5,75000,3,38,0,0,3.34,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR65384,355,2022-02-13,P10,15000,3,45000,3,19,1,1,0.0,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR99604,416,2022-03-27,P10,15000,5,75000,3,27,1,2,3.43,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR8095,67,2022-02-13,P10,15000,1,15000,3,19,0,1,0.0,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR86196,282,2022-06-27,P10,15000,3,45000,3,55,0,0,11.38,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR88599,438,2022-01-07,P10,15000,1,15000,3,36,1,1,5.43,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR24538,116,2022-01-20,P10,15000,1,15000,3,51,1,0,15.77,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR92804,156,2022-09-15,P10,15000,5,75000,3,44,0,0,3.87,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR73723,312,2022-10-14,P10,15000,5,75000,3,54,0,0,18.77,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR39305,112,2022-10-15,P10,15000,5,75000,3,31,1,0,4.44,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR22704,427,2022-08-15,P10,15000,3,45000,3,54,0,0,16.88,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR86677,275,2022-07-23,P10,15000,2,30000,3,41,0,0,15.33,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR37620,210,2022-07-24,P10,15000,2,30000,3,33,0,0,10.9,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR21630,378,2022-03-06,P10,15000,3,45000,3,54,0,0,14.66,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR78226,150,2022-08-13,P10,15000,3,45000,3,61,1,0,8.56,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR48476,105,2022-04-15,P10,15000,2,30000,3,61,0,0,7.54,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR28208,105,2022-02-09,P10,15000,1,15000,3,61,0,0,7.54,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR93081,359,2022-02-17,P10,15000,1,15000,3,46,0,0,19.99,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR91375,359,2022-03-11,P10,15000,2,30000,3,46,0,0,19.99,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR58856,44,2022-06-12,P10,15000,2,30000,3,40,0,0,10.65,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR7407,79,2022-06-24,P10,15000,1,15000,3,20,1,1,1.6,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR51065,289,2022-07-15,P10,15000,1,15000,3,29,0,0,2.37,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR17305,372,2022-03-31,P10,15000,1,15000,3,31,1,0,6.19,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR76633,277,2022-10-31,P10,15000,5,75000,3,60,1,0,9.38,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR12750,417,2022-12-10,P10,15000,4,60000,3,47,1,0,12.75,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR92504,146,2022-03-30,P10,15000,2,30000,3,27,0,0,3.16,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR16538,153,2022-02-14,P10,15000,3,45000,3,36,1,0,9.54,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR8726,260,2022-11-23,P10,15000,5,75000,3,33,0,1,6.65,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR73576,95,2022-04-28,P10,15000,4,60000,3,52,0,0,17.42,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR31177,200,2022-10-09,P10,15000,1,15000,3,25,0,0,2.39,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR52794,437,2022-03-24,P10,15000,5,75000,3,33,1,0,3.49,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR49701,414,2022-09-07,P10,15000,5,75000,3,21,1,1,0.74,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR44842,414,2022-12-29,P10,15000,4,60000,3,21,1,1,0.74,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR89077,357,2022-08-23,P10,15000,5,75000,3,48,0,0,18.14,Cheese Stick,15000,Prima Kota,Prima,Modern Trade
TR29436,335,2022-02-01,P6,18000,3,54000,3,29,1,1,4.74,Cashew,18000,Prima Kota,Prima,Modern Trade
TR14822,18,2022-01-04,P6,18000,1,18000,3,47,0,0,13.6,Cashew,18000,Prima Kota,Prima,Modern Trade
TR41572,366,2022-06-01,P6,18000,3,54000,3,18,0,1,0.0,Cashew,18000,Prima Kota,Prima,Modern Trade
TR96467,340,2022-06-23,P6,18000,4,72000,3,41,0,1,10.9,Cashew,18000,Prima Kota,Prima,Modern Trade
TR45517,43,2022-02-14,P6,18000,4,72000,3,53,0,0,16.64,Cashew,18000,Prima Kota,Prima,Modern Trade
TR26549,301,2022-06-16,P6,18000,4,72000,3,60,0,0,8.97,Cashew,18000,Prima Kota,Prima,Modern Trade
TR98335,130,2022-11-07,P6,18000,4,72000,3,40,0,0,9.73,Cashew,18000,Prima Kota,Prima,Modern Trade
TR33447,368,2022-06-21,P6,18000,2,36000,3,44,0,0,16.13,Cashew,18000,Prima Kota,Prima,Modern Trade
TR31168,6,2022-09-12,P6,18000,2,36000,3,23,0,0,2.33,Cashew,18000,Prima Kota,Prima,Modern Trade
TR99533,314,2022-07-31,P6,18000,2,36000,3,35,0,0,6.64,Cashew,18000,Prima Kota,Prima,Modern Trade
TR31279,89,2022-08-08,P6,18000,2,36000,3,32,0,0,9.68,Cashew,18000,Prima Kota,Prima,Modern Trade
TR23911,245,2022-12-28,P6,18000,2,36000,3,26,1,0,4.58,Cashew,18000,Prima Kota,Prima,Modern Trade
TR23439,53,2022-02-25,P6,18000,1,18000,3,32,0,0,7.36,Cashew,18000,Prima Kota,Prima,Modern Trade
TR46598,412,2022-09-02,P6,18000,4,72000,3,18,1,1,0.0,Cashew,18000,Prima Kota,Prima,Modern Trade
TR15472,336,2022-04-09,P6,18000,1,18000,3,51,0,1,10.84,Cashew,18000,Prima Kota,Prima,Modern Trade
TR33325,254,2022-03-03,P6,18000,4,72000,3,58,0,1,6.05,Cashew,18000,Prima Kota,Prima,Modern Trade
TR14474,391,2022-11-17,P6,18000,2,36000,3,26,0,0,4.98,Cashew,18000,Prima Kota,Prima,Modern Trade
TR2963,113,2022-02-06,P6,18000,4,72000,3,57,0,0,71.3,Cashew,18000,Prima Kota,Prima,Modern Trade
TR41967,287,2022-11-25,P4,12000,3,36000,3,36,0,1,3.7,Potato Chip,12000,Prima Kota,Prima,Modern Trade
TR66552,218,2022-09-18,P4,12000,1,12000,3,29,0,0,3.52,Potato Chip,12000,Prima Kota,Prima,Modern Trade
TR1703,416,2022-11-17,P4,12000,3,36000,3,27,1,2,3.43,Potato Chip,12000,Prima Kota,Prima,Modern Trade
TR80743,344,2022-08-05,P4,12000,4,48000,3,47,1,0,5.63,Potato Chip,12000,Prima Kota,Prima,Modern Trade
TR43865,140,2022-07-27,P4,12000,5,60000,3,54,0,0,9.57,Potato Chip,12000,Prima Kota,Prima,Modern Trade
TR25068,13,2022-12-24,P4,12000,3,36000,3,23,0,1,2.03,Potato Chip,12000,Prima Kota,Prima,Modern Trade
TR35443,312,2022-12-04,P4,12000,3,36000,3,54,0,0,18.77,Potato Chip,12000,Prima Kota,Prima,Modern Trade
TR4401,342,2022-12-01,P4,12000,5,60000,3,48,1,0,13.55,Potato Chip,12000,Prima Kota,Prima,Modern Trade
TR48412,275,2022-01-13,P4,12000,2,24000,3,41,0,0,15.33,Potato Chip,12000,Prima Kota,Prima,Modern Trade
TR18373,444,2022-06-07,P4,12000,2,24000,3,53,0,0,15.31,Potato Chip,12000,Prima Kota,Prima,Modern Trade
TR62670,447,2022-06-21,P4,12000,3,36000,3,54,1,0,20.37,Potato Chip,12000,Prima Kota,Prima,Modern Trade
TR19851,3,2022-08-07,P4,12000,3,36000,3,32,1,0,9.17,Potato Chip,12000,Prima Kota,Prima,Modern Trade
TR47505,113,2022-02-05,P4,12000,1,12000,3,57,0,0,71.3,Potato Chip,12000,Prima Kota,Prima,Modern Trade
TR1846,425,2022-08-25,P4,12000,3,36000,3,58,1,0,7.22,Potato Chip,12000,Prima Kota,Prima,Modern Trade
TR15109,163,2022-06-21,P4,12000,1,12000,3,47,1,0,6.3,Potato Chip,12000,Prima Kota,Prima,Modern Trade
TR90912,222,2022-09-05,P3,7500,6,45000,14,45,0,0,15.03,Crackers,7500,Priangan,Priangan,Modern Trade
TR16534,421,2022-02-01,P3,7500,2,15000,14,35,0,0,9.01,Crackers,7500,Priangan,Priangan,Modern Trade
TR4085,159,2022-09-11,P3,7500,4,30000,14,53,1,0,13.65,Crackers,7500,Priangan,Priangan,Modern Trade
TR48712,62,2022-07-06,P3,7500,6,45000,14,51,1,0,13.62,Crackers,7500,Priangan,Priangan,Modern Trade
TR74348,20,2022-11-07,P3,7500,4,30000,14,43,0,0,18.91,Crackers,7500,Priangan,Priangan,Modern Trade
TR8160,135,2022-12-25,P3,7500,2,15000,14,41,0,0,3.28,Crackers,7500,Priangan,Priangan,Modern Trade
TR63147,246,2022-02-18,P3,7500,1,7500,14,40,1,1,21.81,Crackers,7500,Priangan,Priangan,Modern Trade
TR77916,229,2022-06-07,P3,7500,5,37500,14,32,0,0,10.17,Crackers,7500,Priangan,Priangan,Modern Trade
TR89788,312,2022-11-18,P3,7500,4,30000,14,54,0,0,18.77,Crackers,7500,Priangan,Priangan,Modern Trade
TR20981,121,2022-12-07,P3,7500,3,22500,14,26,0,1,2.93,Crackers,7500,Priangan,Priangan,Modern Trade
TR91724,217,2022-05-09,P3,7500,6,45000,14,39,1,1,6.96,Crackers,7500,Priangan,Priangan,Modern Trade
TR6940,37,2022-01-31,P3,7500,5,37500,14,51,0,0,17.11,Crackers,7500,Priangan,Priangan,Modern Trade
TR18587,92,2022-12-24,P3,7500,2,15000,14,60,0,0,10.72,Crackers,7500,Priangan,Priangan,Modern Trade
TR51947,3,2022-09-22,P3,7500,4,30000,14,32,1,0,9.17,Crackers,7500,Priangan,Priangan,Modern Trade
TR10270,215,2022-05-02,P3,7500,2,15000,14,25,0,1,5.54,Crackers,7500,Priangan,Priangan,Modern Trade
TR9604,272,2022-03-20,P3,7500,1,7500,14,60,0,0,4.05,Crackers,7500,Priangan,Priangan,Modern Trade
TR54683,141,2022-11-28,P3,7500,4,30000,14,65,1,0,9.94,Crackers,7500,Priangan,Priangan,Modern Trade
TR73408,346,2022-06-02,P3,7500,1,7500,14,62,0,0,5.08,Crackers,7500,Priangan,Priangan,Modern Trade
TR78193,273,2022-06-13,P3,7500,6,45000,14,27,1,0,3.32,Crackers,7500,Priangan,Priangan,Modern Trade
TR2750,370,2022-09-09,P3,7500,4,30000,14,26,1,1,1.28,Crackers,7500,Priangan,Priangan,Modern Trade
TR78653,4,2022-10-17,P3,7500,4,30000,14,31,1,0,4.87,Crackers,7500,Priangan,Priangan,Modern Trade
TR65426,124,2022-07-03,P3,7500,4,30000,14,28,0,1,5.12,Crackers,7500,Priangan,Priangan,Modern Trade
TR96631,383,2022-02-22,P3,7500,2,15000,14,39,0,0,3.27,Crackers,7500,Priangan,Priangan,Modern Trade
TR1877,382,2022-04-09,P3,7500,2,15000,14,54,0,0,15.55,Crackers,7500,Priangan,Priangan,Modern Trade
TR74019,357,2022-10-08,P3,7500,2,15000,14,48,0,0,18.14,Crackers,7500,Priangan,Priangan,Modern Trade
TR36833,41,2022-01-07,P3,7500,2,15000,14,51,0,0,16.42,Crackers,7500,Priangan,Priangan,Modern Trade
TR21036,348,2022-08-18,P3,7500,3,22500,14,29,1,0,4.64,Crackers,7500,Priangan,Priangan,Modern Trade
TR86578,192,2022-05-10,P3,7500,4,30000,14,26,0,1,4.47,Crackers,7500,Priangan,Priangan,Modern Trade
TR92302,34,2022-11-21,P8,16000,2,32000,14,45,0,0,6.36,Oat,16000,Priangan,Priangan,Modern Trade
TR90114,21,2022-06-09,P8,16000,2,32000,14,52,0,0,12.72,Oat,16000,Priangan,Priangan,Modern Trade
TR7241,351,2022-08-29,P8,16000,3,48000,14,45,1,0,18.34,Oat,16000,Priangan,Priangan,Modern Trade
TR74289,304,2022-07-09,P8,16000,3,48000,14,34,0,1,8.55,Oat,16000,Priangan,Priangan,Modern Trade
TR49906,440,2022-07-06,P8,16000,1,16000,14,40,0,0,3.47,Oat,16000,Priangan,Priangan,Modern Trade
TR858,340,2022-09-01,P8,16000,2,32000,14,41,0,1,10.9,Oat,16000,Priangan,Priangan,Modern Trade
TR55066,74,2022-11-19,P8,16000,1,16000,14,3,1,0,5.09,Oat,16000,Priangan,Priangan,Modern Trade
TR71695,329,2022-10-11,P8,16000,1,16000,14,19,1,1,0.0,Oat,16000,Priangan,Priangan,Modern Trade
TR98578,246,2022-09-06,P8,16000,2,32000,14,40,1,1,21.81,Oat,16000,Priangan,Priangan,Modern Trade
TR49367,8,2022-02-20,P8,16000,1,16000,14,37,1,0,5.49,Oat,16000,Priangan,Priangan,Modern Trade
TR52829,393,2022-12-28,P8,16000,2,32000,14,22,0,1,0.0,Oat,16000,Priangan,Priangan,Modern Trade
TR67084,213,2022-03-15,P8,16000,2,32000,14,24,1,1,5.72,Oat,16000,Priangan,Priangan,Modern Trade
TR86251,28,2022-10-22,P8,16000,1,16000,14,55,0,0,6.08,Oat,16000,Priangan,Priangan,Modern Trade
TR83326,210,2022-02-20,P8,16000,1,16000,14,33,0,0,10.9,Oat,16000,Priangan,Priangan,Modern Trade
TR53407,234,2022-04-06,P8,16000,2,32000,14,61,1,0,10.86,Oat,16000,Priangan,Priangan,Modern Trade
TR64251,234,2022-10-17,P8,16000,1,16000,14,61,1,0,10.86,Oat,16000,Priangan,Priangan,Modern Trade
TR14928,120,2022-02-10,P8,16000,3,48000,14,30,0,0,2.48,Oat,16000,Priangan,Priangan,Modern Trade
TR31397,326,2022-05-25,P8,16000,1,16000,14,24,1,1,2.69,Oat,16000,Priangan,Priangan,Modern Trade
TR3067,298,2022-06-08,P8,16000,2,32000,14,38,1,0,8.99,Oat,16000,Priangan,Priangan,Modern Trade
TR20460,277,2022-01-27,P8,16000,3,48000,14,60,1,0,9.38,Oat,16000,Priangan,Priangan,Modern Trade
TR72582,245,2022-05-23,P8,16000,1,16000,14,26,1,0,4.58,Oat,16000,Priangan,Priangan,Modern Trade
TR29955,445,2022-01-29,P8,16000,2,32000,14,51,0,0,14.48,Oat,16000,Priangan,Priangan,Modern Trade
TR13728,27,2022-02-26,P8,16000,3,48000,14,43,0,0,17.42,Oat,16000,Priangan,Priangan,Modern Trade
TR61040,360,2022-01-04,P8,16000,2,32000,14,54,0,0,35.78,Oat,16000,Priangan,Priangan,Modern Trade
TR99654,61,2022-03-17,P8,16000,1,16000,14,40,0,0,7.0,Oat,16000,Priangan,Priangan,Modern Trade
TR84220,380,2022-02-14,P8,16000,3,48000,14,40,0,0,5.77,Oat,16000,Priangan,Priangan,Modern Trade
TR6713,380,2022-02-06,P8,16000,3,48000,14,40,0,0,5.77,Oat,16000,Priangan,Priangan,Modern Trade
TR66071,251,2022-02-03,P8,16000,2,32000,14,45,1,0,3.38,Oat,16000,Priangan,Priangan,Modern Trade
TR49381,58,2022-03-27,P8,16000,1,16000,14,27,1,0,4.43,Oat,16000,Priangan,Priangan,Modern Trade
TR11114,392,2022-03-23,P8,16000,1,16000,14,45,0,0,19.68,Oat,16000,Priangan,Priangan,Modern Trade
TR65245,392,2022-08-10,P8,16000,1,16000,14,45,0,0,19.68,Oat,16000,Priangan,Priangan,Modern Trade
TR4697,431,2022-07-08,P8,16000,3,48000,14,40,1,0,9.51,Oat,16000,Priangan,Priangan,Modern Trade
TR94525,191,2022-07-03,P8,16000,2,32000,14,35,1,0,8.3,Oat,16000,Priangan,Priangan,Modern Trade
TR15686,358,2022-07-11,P8,16000,2,32000,14,32,1,0,3.2,Oat,16000,Priangan,Priangan,Modern Trade
TR56079,155,2022-03-04,P8,16000,1,16000,14,40,0,0,7.17,Oat,16000,Priangan,Priangan,Modern Trade
TR56178,82,2022-03-18,P8,16000,3,48000,14,60,1,0,6.24,Oat,16000,Priangan,Priangan,Modern Trade
TR72192,255,2022-03-24,P8,16000,1,16000,14,24,1,1,5.78,Oat,16000,Priangan,Priangan,Modern Trade
TR89102,49,2022-07-11,P5,4200,2,8400,14,44,1,0,13.48,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR48027,123,2022-04-06,P5,4200,3,12600,14,34,0,0,4.36,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR73353,321,2022-07-28,P5,4200,2,8400,14,45,0,0,8.03,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR11012,78,2022-09-28,P5,4200,5,21000,14,41,1,0,10.34,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR25759,218,2022-03-01,P5,4200,4,16800,14,29,0,0,3.52,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR2102,23,2022-04-01,P5,4200,4,16800,14,57,1,0,12.56,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR19124,355,2022-04-12,P5,4200,3,12600,14,19,1,1,0.0,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR89033,167,2022-05-20,P5,4200,5,21000,14,28,1,0,2.91,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR60002,84,2022-05-15,P5,4200,5,21000,14,54,0,0,18.12,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR25694,306,2022-11-11,P5,4200,3,12600,14,49,0,0,16.52,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR11672,102,2022-07-03,P5,4200,4,16800,14,39,0,0,6.44,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR96723,240,2022-06-01,P5,4200,4,16800,14,22,1,1,3.33,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR97562,264,2022-06-01,P5,4200,3,12600,14,21,1,1,1.12,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR95680,156,2022-11-16,P5,4200,2,8400,14,44,0,0,3.87,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR38924,9,2022-09-27,P5,4200,5,21000,14,33,0,0,9.92,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR85314,211,2022-11-04,P5,4200,4,16800,14,29,0,0,3.54,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR84119,307,2022-01-27,P5,4200,3,12600,14,31,0,0,5.22,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR68700,13,2022-09-04,P5,4200,3,12600,14,23,0,1,2.03,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR61828,17,2022-12-09,P5,4200,2,8400,14,35,0,0,3.14,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR85582,145,2022-11-01,P5,4200,4,16800,14,37,0,1,14.59,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR23125,231,2022-05-15,P5,4200,2,8400,14,51,1,0,16.59,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR68172,131,2022-01-14,P5,4200,5,21000,14,25,0,1,7.12,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR88968,171,2022-12-02,P5,4200,3,12600,14,40,0,0,10.05,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR47937,121,2022-04-10,P5,4200,2,8400,14,26,0,1,2.93,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR66239,443,2022-02-15,P5,4200,5,21000,14,33,1,2,9.28,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR74653,434,2022-11-24,P5,4200,3,12600,14,37,0,0,9.33,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR62363,40,2022-07-17,P5,4200,2,8400,14,19,0,1,3.48,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR44081,398,2022-03-22,P5,4200,4,16800,14,33,0,0,7.44,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR8508,401,2022-01-17,P5,4200,4,16800,14,45,0,0,4.08,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR12978,401,2022-09-05,P5,4200,2,8400,14,45,0,0,4.08,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR75642,356,2022-10-26,P5,4200,2,8400,14,56,0,0,13.25,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR89488,92,2022-02-07,P5,4200,4,16800,14,60,0,0,10.72,Thai Tea,4200,Priangan,Priangan,Modern Trade
TR89274,44,2022-08-15,P5,4200,5,21000,14,40,0,0,10.65,Thai Tea,4200,Priangan,Priangan,Modern Trade
